breed,my.identity,age,color,heading,xcor,ycor,label,label-color,shape,hidden?,size,pen-size,pen-mode,biological.sex,life.history,fertility.status,group.identity,is.alive,is.resting,yellow.signal,red.signal,blue.signal,survival.chance,body.size,body.shade,energy.supply,identity.I,identity.II,carried.items,bite.capacity,mutation.chance,sex.ratio,litter.size,conception.chance,visual.angle,visual.range,day.perception,night.perception,yellow.chance,red.chance,blue.chance,birthing.chance,weaning.chance,infancy.chance,juvenility.chance,adulthood.chance,x.magnitude,y.magnitude,chromosome.I,chromosome.II,my.mother,home-range?
anima1s,4112190,0,91,343.0384063,30,60, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.969297552,1000,QFUZGVFDDD,LOOEQZQEAT,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,11296,0,95,87.8388971,20,70, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,95,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.726016494,1000,AAAAAAAAAA,YYPMFFFHHG,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,308044,0,23,7.994237519,80,40, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,25,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.814058714,1000,DDDDDDDDDD,SSYMDAQKCV,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,9983803,0,91,90.82823536,40,70, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.943120521,1000,JAGTCYDLYG,OFFACEFAWY,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6669349,0,25,41.83098457,80,20, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,25,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.718899667,1000,DDDDDDDDDD,ZEWROINGUT,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7905026,0,23,183.4812445,70,30, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.839672561,1000,QSMTIRPRUO,RSRBODMYAD,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,561284,0,20,183.4812445,60,20, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.990556464,1000,ZKBJTUZDYF,FJOBUOKBAH,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,4345504,0,63,90.58014103,60,60, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.867803147,1000,REZZPMLASK,FXRADXBKDZ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6303437,0,46,165.0370632,20,10, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,45,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.593273037,1000,CCCCCCCCCC,INKHUHYUMQ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3352941,0,96,41.83098457,40,70, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,95,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.651573876,1000,AAAAAAAAAA,FZYQPXVVVZ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2291529,0,90,214.4903982,40,80, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.985671471,1000,UOBYBYDLNU,LNWXYLFTKF,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6225908,0,95,214.4903982,30,90, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.723213442,1000,VUCJBJOGUA,TJKWEEZXQH,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3965275,0,42,214.4903982,30,30, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.911599647,1000,SHYAZUJSGM,GFJLSYFWHL,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,8584320,0,21,7.994237519,80,30, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,25,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.943232233,1000,DDDDDDDDDD,RVYNEZRBJY,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2774878,0,25,183.4812445,70,10, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.688451736,1000,HZQXCUAPQK,JUVMTLXDGH,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7821035,0,26,156.5063592,90,10, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.649241212,1000,ZIEHBDSKFD,HHSNVFIZRQ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2836150,0,95,143.799108,10,60, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.712603896,1000,PARIMDNJYQ,JFEJEEDLWE,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2921650,0,65,352.0656484,90,70, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,65,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.679459664,1000,BBBBBBBBBB,ONNLZGNNAA,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,8721461,0,65,91.91053652,60,60, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,65,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.70751171,1000,BBBBBBBBBB,XKKIZDFZVU,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,174357,0,63,154.6749923,70,80, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.819410167,1000,KNQDDHUTUL,BZQCLEETLF,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,5488769,0,44,90.82823536,40,20, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.803473574,1000,NDHKRVPJJY,ERHLJINMKK,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2850574,0,66,309.2810772,70,60, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.619777162,1000,VROUWXPQRL,IEQEQUXQJV,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,5018940,0,44,41.83098457,30,30, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,45,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.801665705,1000,CCCCCCCCCC,SRTLLITQVT,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,388780,0,93,343.0384063,20,80, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.866663522,1000,QZZJADZNHX,PEDDSZGXCF,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,535131,0,60,133.9164308,90,90, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,65,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.9928362,1000,BBBBBBBBBB,VOGCZVRYOF,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,8831660,0,92,41.83098457,40,90, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,95,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.894241565,1000,AAAAAAAAAA,ELMUVZBGHZ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,867417,0,45,214.4903982,40,10, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.681155689,1000,CEKWNCPVXX,VGUYCIPKFR,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7832860,0,45,214.4903982,10,30, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.691201719,1000,ZZCORSXBFF,YDGLDFVNBK,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,1378417,0,42,47.27087472,20,10, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.90945672,1000,TBWXGTNJGQ,CJFWXJDWOX,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6398286,0,25,133.9164308,90,30, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,25,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.683845621,1000,DDDDDDDDDD,INSQYTOOAU,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,4927356,0,62,107.2320751,90,80, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,65,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.891989789,1000,BBBBBBBBBB,OWMVGPBRKQ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3906997,0,66,133.9164308,70,80, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,65,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.584816844,1000,BBBBBBBBBB,LYMPKYPUCQ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,4759776,0,96,50.6485522,10,80, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.623002759,1000,MPZPGUDBUX,BDYRIFBIMD,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7635882,0,26,41.83098457,70,40, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,25,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.601185078,1000,DDDDDDDDDD,XZAEAWVWEA,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3313717,0,25,183.4812445,80,30, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.696101377,1000,UPSFRGICDT,OQAWNZYSPK,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2952643,0,61,52.93872296,90,70, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.933311202,1000,USCPZMIBHX,YLUUGGBVGZ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7723280,0,65,216.633083,60,90, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,65,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.662571129,1000,BBBBBBBBBB,CRYKJRKOBP,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2945419,0,46,301.0585237,10,10, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,45,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.62564764,1000,CCCCCCCCCC,LYTTAJGGTF,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,835151,0,64,309.2810772,80,90, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.751848697,1000,QPCQWGYADJ,GTRSIGWNTT,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2695221,0,22,156.5063592,80,40, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.925473887,1000,HZBZFEJTSO,ZQEIRCHRRU,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2282175,0,23,309.2810772,70,40, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.854065368,1000,JJEFNLLHVQ,KHBSLOATQD,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,5331061,0,92,343.0384063,40,60, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.917250387,1000,BWQZPVMURP,FJXQJOPHPI,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,1806442,0,46,90.82823536,10,20, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.548683431,1000,RAWKTLUCXZ,YARIUQBWTI,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6621330,0,65,52.93872296,80,80, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.726948221,1000,DAENYSJROE,HMISVUHCZI,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3463607,0,26,183.4812445,90,30, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.556871698,1000,OHUHUYUEJA,SUJXPWMFDG,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6813541,0,41,90.82823536,10,10, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.969822211,1000,FYXSPBUIXD,VDDCVTLSRW,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,1465922,0,97,42.48163687,20,80, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,95,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.502936949,1000,AAAAAAAAAA,WVQVRMYSEN,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3767479,0,43,156.5063592,30,20, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.815403706,1000,WSDATXALLZ,NXZKTLVZGE,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,1769117,0,44,320.5317395,10,40, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,45,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.77778672,1000,CCCCCCCCCC,TBMSTCMUPA,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7109995,0,43,165.0370632,20,20, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,45,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.871658615,1000,CCCCCCCCCC,RIZWJXUUZP,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,8438700,0,23,113.3188444,60,10, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,25,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.84687352,1000,DDDDDDDDDD,CCVXLGFJOK,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6058075,0,22,44.22993366,70,20, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,25,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.898936637,1000,DDDDDDDDDD,LJZLIFTGVF,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,8319801,0,46,214.4903982,20,20, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.648659915,1000,OSRXXZXRHY,HAROOJUNXX,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3445256,0,64,309.2810772,90,90, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.761945111,1000,JOMOCOLCFI,EWHXWCDPBB,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6786177,0,22,183.4812445,80,20, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.892771476,1000,VGECCTTGWG,LTPMWSIKWU,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,419595,0,65,107.2320751,80,90, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,65,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.701548322,1000,BBBBBBBBBB,OHXXQIBYFL,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3111222,0,93,41.83098457,30,80, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,95,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.825024984,1000,AAAAAAAAAA,XRUSAKFILS,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,5390730,0,44,320.5317395,40,40, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,45,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.790113156,1000,CCCCCCCCCC,WDKWKYXKVX,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,8283975,0,27,309.2810772,60,40, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.523491713,1000,BOQFAUCMRZ,QRMSNAYBPG,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,4210244,0,41,133.9164308,10,20, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,45,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.937848278,1000,CCCCCCCCCC,QGQMFOFLRH,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7534173,0,24,156.5063592,90,40, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.790672661,1000,SJWFYDUWYM,VIOHFERGML,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
